benchmark,solver,score
data/suite_500/QF_BV/bruttomesso/ext_con_008_001_0064.smt2,cvc5::cvc5_bv_eager,0.008
data/suite_500/QF_BV/bruttomesso/ext_con_008_001_0064.smt2,z3::z3_bv_default,0.008
data/suite_500/QF_BV/bruttomesso/ext_con_008_001_0064.smt2,z3::z3_bv_eager,0.01
data/suite_500/QF_BV/bruttomesso/ext_con_008_016_1024.smt2,cvc5::cvc5_bv_default,0.308
data/suite_500/QF_BV/bruttomesso/ext_con_008_016_1024.smt2,cvc5::cvc5_bv_eager,0.306
data/suite_500/QF_BV/bruttomesso/ext_con_008_016_1024.smt2,z3::z3_bv_default,0.06
data/suite_500/QF_BV/bruttomesso/ext_con_008_016_1024.smt2,z3::z3_bv_eager,0.059
data/suite_500/QF_BV/bruttomesso/ext_con_016_256_1024.smt2,cvc5::cvc5_bv_default,120
data/suite_500/QF_BV/bruttomesso/ext_con_016_256_1024.smt2,cvc5::cvc5_bv_eager,120
data/suite_500/QF_BV/bruttomesso/ext_con_016_256_1024.smt2,z3::z3_bv_default,0.239
data/suite_500/QF_BV/bruttomesso/ext_con_016_256_1024.smt2,z3::z3_bv_eager,0.978
data/suite_500/QF_BV/bruttomesso/ext_con_020_004_1024.smt2,cvc5::cvc5_bv_default,0.886
data/suite_500/QF_BV/bruttomesso/ext_con_020_004_1024.smt2,cvc5::cvc5_bv_eager,0.895
data/suite_500/QF_BV/bruttomesso/ext_con_020_004_1024.smt2,z3::z3_bv_default,0.194
data/suite_500/QF_BV/bruttomesso/ext_con_020_004_1024.smt2,z3::z3_bv_eager,0.973
data/suite_500/QF_BV/bruttomesso/ext_con_028_008_0512.smt2,cvc5::cvc5_bv_default,0.66
data/suite_500/QF_BV/bruttomesso/ext_con_028_008_0512.smt2,cvc5::cvc5_bv_eager,0.663
data/suite_500/QF_BV/bruttomesso/ext_con_028_008_0512.smt2,z3::z3_bv_default,0.15
data/suite_500/QF_BV/bruttomesso/ext_con_028_008_0512.smt2,z3::z3_bv_eager,0.979
data/suite_500/QF_BV/bruttomesso/ext_con_032_008_0128.smt2,cvc5::cvc5_bv_default,0.329
data/suite_500/QF_BV/bruttomesso/ext_con_032_008_0128.smt2,cvc5::cvc5_bv_eager,0.335
data/suite_500/QF_BV/bruttomesso/ext_con_032_008_0128.smt2,z3::z3_bv_default,0.043
data/suite_500/QF_BV/bruttomesso/ext_con_032_008_0128.smt2,z3::z3_bv_eager,0.927
data/suite_500/QF_BV/bruttomesso/ext_con_032_032_0256.smt2,cvc5::cvc5_bv_default,2.939
data/suite_500/QF_BV/bruttomesso/ext_con_032_032_0256.smt2,cvc5::cvc5_bv_eager,4.216
data/suite_500/QF_BV/bruttomesso/ext_con_032_032_0256.smt2,z3::z3_bv_default,0.103
data/suite_500/QF_BV/bruttomesso/ext_con_032_032_0256.smt2,z3::z3_bv_eager,0.942
data/suite_500/QF_BV/bruttomesso/ext_con_032_128_0512.smt2,cvc5::cvc5_bv_default,120
data/suite_500/QF_BV/bruttomesso/ext_con_032_128_0512.smt2,cvc5::cvc5_bv_eager,120
data/suite_500/QF_BV/bruttomesso/ext_con_032_128_0512.smt2,z3::z3_bv_default,0.261
data/suite_500/QF_BV/bruttomesso/ext_con_032_128_0512.smt2,z3::z3_bv_eager,0.946
data/suite_500/QF_BV/bruttomesso/ext_con_036_004_1024.smt2,cvc5::cvc5_bv_default,2.061
data/suite_500/QF_BV/bruttomesso/ext_con_036_004_1024.smt2,cvc5::cvc5_bv_eager,2.161
data/suite_500/QF_BV/bruttomesso/ext_con_036_004_1024.smt2,z3::z3_bv_default,0.64
data/suite_500/QF_BV/bruttomesso/ext_con_036_004_1024.smt2,z3::z3_bv_eager,0.976
data/suite_500/QF_BV/bruttomesso/ext_con_040_002_0016.smt2,cvc5::cvc5_bv_default,0.15
data/suite_500/QF_BV/bruttomesso/ext_con_040_002_0016.smt2,cvc5::cvc5_bv_eager,0.15
data/suite_500/QF_BV/bruttomesso/ext_con_040_002_0016.smt2,z3::z3_bv_default,0.009
data/suite_500/QF_BV/bruttomesso/ext_con_040_002_0016.smt2,z3::z3_bv_eager,0.012
data/suite_500/QF_BV/bruttomesso/ext_con_044_004_0128.smt2,cvc5::cvc5_bv_default,0.422
data/suite_500/QF_BV/bruttomesso/ext_con_044_004_0128.smt2,cvc5::cvc5_bv_eager,0.408
data/suite_500/QF_BV/bruttomesso/ext_con_044_004_0128.smt2,z3::z3_bv_default,0.058
data/suite_500/QF_BV/bruttomesso/ext_con_044_004_0128.smt2,z3::z3_bv_eager,0.93
data/suite_500/QF_BV/bruttomesso/ext_con_044_128_0512.smt2,cvc5::cvc5_bv_default,120
data/suite_500/QF_BV/bruttomesso/ext_con_044_128_0512.smt2,cvc5::cvc5_bv_eager,120
data/suite_500/QF_BV/bruttomesso/ext_con_044_128_0512.smt2,z3::z3_bv_default,0.409
data/suite_500/QF_BV/bruttomesso/ext_con_044_128_0512.smt2,z3::z3_bv_eager,0.947
data/suite_500/QF_BV/bruttomesso/ext_con_048_002_0032.smt2,cvc5::cvc5_bv_default,0.289
data/suite_500/QF_BV/bruttomesso/ext_con_048_002_0032.smt2,cvc5::cvc5_bv_eager,0.286
data/suite_500/QF_BV/bruttomesso/ext_con_048_002_0032.smt2,z3::z3_bv_default,0.017
data/suite_500/QF_BV/bruttomesso/ext_con_048_002_0032.smt2,z3::z3_bv_eager,0.019
data/suite_500/QF_BV/bruttomesso/ext_con_048_002_0256.smt2,cvc5::cvc5_bv_default,0.629
data/suite_500/QF_BV/bruttomesso/ext_con_048_002_0256.smt2,cvc5::cvc5_bv_eager,0.631
data/suite_500/QF_BV/bruttomesso/ext_con_048_002_0256.smt2,z3::z3_bv_default,0.142
data/suite_500/QF_BV/bruttomesso/ext_con_048_002_0256.smt2,z3::z3_bv_eager,0.933
data/suite_500/QF_BV/bruttomesso/ext_con_048_064_1024.smt2,cvc5::cvc5_bv_default,120
data/suite_500/QF_BV/bruttomesso/ext_con_048_064_1024.smt2,cvc5::cvc5_bv_eager,54.701
data/suite_500/QF_BV/bruttomesso/ext_con_048_064_1024.smt2,z3::z3_bv_default,1.113
data/suite_500/QF_BV/bruttomesso/ext_con_048_064_1024.smt2,z3::z3_bv_eager,1.333
data/suite_500/QF_BV/bruttomesso/ext_con_064_008_0128.smt2,cvc5::cvc5_bv_default,1.811
data/suite_500/QF_BV/bruttomesso/ext_con_064_008_0128.smt2,cvc5::cvc5_bv_eager,2.1
data/suite_500/QF_BV/bruttomesso/ext_con_064_008_0128.smt2,z3::z3_bv_default,0.107
data/suite_500/QF_BV/bruttomesso/ext_con_064_008_0128.smt2,z3::z3_bv_eager,0.927
data/suite_500/QF_BV/bruttomesso/ext_con_064_032_0512.smt2,cvc5::cvc5_bv_default,29.826
data/suite_500/QF_BV/bruttomesso/ext_con_064_032_0512.smt2,cvc5::cvc5_bv_eager,29.133
data/suite_500/QF_BV/bruttomesso/ext_con_064_032_0512.smt2,z3::z3_bv_default,0.664
data/suite_500/QF_BV/bruttomesso/ext_con_064_032_0512.smt2,z3::z3_bv_eager,0.979
data/suite_500/QF_BV/bruttomesso/lfsr_004_079_048.smt2,cvc5::cvc5_bv_default,0.765
data/suite_500/QF_BV/bruttomesso/lfsr_004_079_048.smt2,cvc5::cvc5_bv_eager,0.711
data/suite_500/QF_BV/bruttomesso/lfsr_004_079_048.smt2,z3::z3_bv_default,0.728
data/suite_500/QF_BV/bruttomesso/lfsr_004_079_048.smt2,z3::z3_bv_eager,0.957
data/suite_500/QF_BV/bruttomesso/lfsr_008_015_048.smt2,cvc5::cvc5_bv_default,54.238
data/suite_500/QF_BV/bruttomesso/lfsr_008_015_048.smt2,cvc5::cvc5_bv_eager,54.344
data/suite_500/QF_BV/bruttomesso/lfsr_008_015_048.smt2,z3::z3_bv_default,5.688
data/suite_500/QF_BV/bruttomesso/lfsr_008_015_048.smt2,z3::z3_bv_eager,7.042
data/suite_500/QF_BV/bruttomesso/lfsr_008_031_096.smt2,cvc5::cvc5_bv_default,120
data/suite_500/QF_BV/bruttomesso/lfsr_008_031_096.smt2,cvc5::cvc5_bv_eager,120
data/suite_500/QF_BV/bruttomesso/lfsr_008_031_096.smt2,z3::z3_bv_default,12.371
data/suite_500/QF_BV/bruttomesso/lfsr_008_031_096.smt2,z3::z3_bv_eager,12.512
data/suite_500/QF_BV/bruttomesso/lfsr_008_111_032.smt2,cvc5::cvc5_bv_default,5.987
data/suite_500/QF_BV/bruttomesso/lfsr_008_111_032.smt2,cvc5::cvc5_bv_eager,6.064
data/suite_500/QF_BV/bruttomesso/lfsr_008_111_032.smt2,z3::z3_bv_default,1.808
data/suite_500/QF_BV/bruttomesso/lfsr_008_111_032.smt2,z3::z3_bv_eager,4.111
data/suite_500/QF_BV/bruttomesso/lfsr_008_111_096.smt2,cvc5::cvc5_bv_default,31.314
data/suite_500/QF_BV/bruttomesso/lfsr_008_111_096.smt2,cvc5::cvc5_bv_eager,34.06
data/suite_500/QF_BV/bruttomesso/lfsr_008_111_096.smt2,z3::z3_bv_default,33.098
data/suite_500/QF_BV/bruttomesso/lfsr_008_111_096.smt2,z3::z3_bv_eager,32.763
data/suite_500/QF_BV/bruttomesso/lfsr_008_127_064.smt2,cvc5::cvc5_bv_default,24.958
data/suite_500/QF_BV/bruttomesso/lfsr_008_127_064.smt2,cvc5::cvc5_bv_eager,25.02
data/suite_500/QF_BV/bruttomesso/lfsr_008_127_064.smt2,z3::z3_bv_default,13.276
data/suite_500/QF_BV/bruttomesso/lfsr_008_127_064.smt2,z3::z3_bv_eager,13.84
data/suite_500/QF_BV/bruttomesso/simple_processors_008_002_0032.smt2,cvc5::cvc5_bv_default,1.082
data/suite_500/QF_BV/bruttomesso/simple_processors_008_002_0032.smt2,cvc5::cvc5_bv_eager,1.084
data/suite_500/QF_BV/bruttomesso/simple_processors_008_002_0032.smt2,z3::z3_bv_default,14.417
data/suite_500/QF_BV/bruttomesso/simple_processors_008_002_0032.smt2,z3::z3_bv_eager,13.975
data/suite_500/QF_BV/bruttomesso/simple_processors_008_008_0004.smt2,cvc5::cvc5_bv_default,120
data/suite_500/QF_BV/bruttomesso/simple_processors_008_008_0004.smt2,cvc5::cvc5_bv_eager,120
data/suite_500/QF_BV/bruttomesso/simple_processors_008_008_0004.smt2,z3::z3_bv_default,13.647
data/suite_500/QF_BV/bruttomesso/simple_processors_008_008_0004.smt2,z3::z3_bv_eager,13.225
data/suite_500/QF_BV/sage/bench_1010.smt2,cvc5::cvc5_bv_default,0.196
data/suite_500/QF_BV/sage/bench_1010.smt2,cvc5::cvc5_bv_eager,0.193
data/suite_500/QF_BV/sage/bench_1010.smt2,z3::z3_bv_default,0.009
data/suite_500/QF_BV/sage/bench_1010.smt2,z3::z3_bv_eager,0.011
data/suite_500/QF_BV/sage/bench_1381.smt2,cvc5::cvc5_bv_default,0.531
data/suite_500/QF_BV/sage/bench_1381.smt2,cvc5::cvc5_bv_eager,0.547
data/suite_500/QF_BV/sage/bench_1381.smt2,z3::z3_bv_default,0.183
data/suite_500/QF_BV/sage/bench_1381.smt2,z3::z3_bv_eager,0.201
data/suite_500/QF_BV/sage/bench_1697.smt2,cvc5::cvc5_bv_default,0.003
data/suite_500/QF_BV/sage/bench_1697.smt2,cvc5::cvc5_bv_eager,0.003
data/suite_500/QF_BV/sage/bench_1697.smt2,z3::z3_bv_default,0.005
data/suite_500/QF_BV/sage/bench_1697.smt2,z3::z3_bv_eager,0.009
data/suite_500/QF_BV/sage/bench_1840.smt2,cvc5::cvc5_bv_default,0.004
data/suite_500/QF_BV/sage/bench_1840.smt2,cvc5::cvc5_bv_eager,0.003
data/suite_500/QF_BV/sage/bench_1840.smt2,z3::z3_bv_default,0.004
data/suite_500/QF_BV/sage/bench_1840.smt2,z3::z3_bv_eager,0.007
data/suite_500/QF_BV/sage/bench_2162.smt2,cvc5::cvc5_bv_default,0.008
data/suite_500/QF_BV/sage/bench_2162.smt2,cvc5::cvc5_bv_eager,0.007
data/suite_500/QF_BV/sage/bench_2162.smt2,z3::z3_bv_default,0.006
data/suite_500/QF_BV/sage/bench_2162.smt2,z3::z3_bv_eager,0.008
data/suite_500/QF_BV/sage/bench_2400.smt2,cvc5::cvc5_bv_default,0.014
data/suite_500/QF_BV/sage/bench_2400.smt2,cvc5::cvc5_bv_eager,0.015
data/suite_500/QF_BV/sage/bench_2400.smt2,z3::z3_bv_default,0.01
data/suite_500/QF_BV/sage/bench_2400.smt2,z3::z3_bv_eager,0.011
data/suite_500/QF_BV/sage/bench_2402.smt2,cvc5::cvc5_bv_default,0.003
data/suite_500/QF_BV/sage/bench_2402.smt2,cvc5::cvc5_bv_eager,0.003
data/suite_500/QF_BV/sage/bench_2402.smt2,z3::z3_bv_default,0.007
data/suite_500/QF_BV/sage/bench_2402.smt2,z3::z3_bv_eager,0.007
data/suite_500/QF_BV/sage/bench_253.smt2,cvc5::cvc5_bv_default,0.004
data/suite_500/QF_BV/sage/bench_253.smt2,cvc5::cvc5_bv_eager,0.004
data/suite_500/QF_BV/sage/bench_253.smt2,z3::z3_bv_default,0.007
data/suite_500/QF_BV/sage/bench_253.smt2,z3::z3_bv_eager,0.007
data/suite_500/QF_BV/sage/bench_2599.smt2,cvc5::cvc5_bv_default,0.003
data/suite_500/QF_BV/sage/bench_2599.smt2,cvc5::cvc5_bv_eager,0.003
data/suite_500/QF_BV/sage/bench_2599.smt2,z3::z3_bv_default,0.006
data/suite_500/QF_BV/sage/bench_2599.smt2,z3::z3_bv_eager,0.007
data/suite_500/QF_BV/sage/bench_2695.smt2,cvc5::cvc5_bv_default,0.116
data/suite_500/QF_BV/sage/bench_2695.smt2,cvc5::cvc5_bv_eager,0.11
data/suite_500/QF_BV/sage/bench_2695.smt2,z3::z3_bv_default,0.039
data/suite_500/QF_BV/sage/bench_2695.smt2,z3::z3_bv_eager,0.04
data/suite_500/QF_BV/sage/bench_2884.smt2,cvc5::cvc5_bv_default,0.005
data/suite_500/QF_BV/sage/bench_2884.smt2,cvc5::cvc5_bv_eager,0.004
data/suite_500/QF_BV/sage/bench_2884.smt2,z3::z3_bv_default,0.006
data/suite_500/QF_BV/sage/bench_2884.smt2,z3::z3_bv_eager,0.007
data/suite_500/QF_BV/sage/bench_307.smt2,cvc5::cvc5_bv_default,0.328
data/suite_500/QF_BV/sage/bench_307.smt2,cvc5::cvc5_bv_eager,0.312
data/suite_500/QF_BV/sage/bench_307.smt2,z3::z3_bv_default,0.013
data/suite_500/QF_BV/sage/bench_307.smt2,z3::z3_bv_eager,0.015
data/suite_500/QF_BV/sage/bench_3072.smt2,cvc5::cvc5_bv_default,0.008
data/suite_500/QF_BV/sage/bench_3072.smt2,cvc5::cvc5_bv_eager,0.008
data/suite_500/QF_BV/sage/bench_3072.smt2,z3::z3_bv_default,0.007
data/suite_500/QF_BV/sage/bench_3072.smt2,z3::z3_bv_eager,0.009
data/suite_500/QF_BV/sage/bench_3369.smt2,cvc5::cvc5_bv_default,0.004
data/suite_500/QF_BV/sage/bench_3369.smt2,cvc5::cvc5_bv_eager,0.004
data/suite_500/QF_BV/sage/bench_3369.smt2,z3::z3_bv_default,0.006
data/suite_500/QF_BV/sage/bench_3369.smt2,z3::z3_bv_eager,0.007
data/suite_500/QF_BV/sage/bench_344.smt2,cvc5::cvc5_bv_default,0.929
data/suite_500/QF_BV/sage/bench_344.smt2,cvc5::cvc5_bv_eager,0.902
data/suite_500/QF_BV/sage/bench_344.smt2,z3::z3_bv_default,0.297
data/suite_500/QF_BV/sage/bench_344.smt2,z3::z3_bv_eager,0.271
data/suite_500/QF_BV/sage/bench_4719.smt2,cvc5::cvc5_bv_default,0.093
data/suite_500/QF_BV/sage/bench_4719.smt2,cvc5::cvc5_bv_eager,0.091
data/suite_500/QF_BV/sage/bench_4719.smt2,z3::z3_bv_default,0.039
data/suite_500/QF_BV/sage/bench_4719.smt2,z3::z3_bv_eager,0.039
data/suite_500/QF_BV/sage/bench_540.smt2,cvc5::cvc5_bv_default,0.939
data/suite_500/QF_BV/sage/bench_540.smt2,cvc5::cvc5_bv_eager,0.933
data/suite_500/QF_BV/sage/bench_540.smt2,z3::z3_bv_default,0.445
data/suite_500/QF_BV/sage/bench_540.smt2,z3::z3_bv_eager,0.419
data/suite_500/QF_BV/sage/bench_5829.smt2,cvc5::cvc5_bv_default,0.014
data/suite_500/QF_BV/sage/bench_5829.smt2,cvc5::cvc5_bv_eager,0.014
data/suite_500/QF_BV/sage/bench_5829.smt2,z3::z3_bv_default,0.008
data/suite_500/QF_BV/sage/bench_5829.smt2,z3::z3_bv_eager,0.009
data/suite_500/QF_BV/sage/bench_6484.smt2,cvc5::cvc5_bv_default,0.01
data/suite_500/QF_BV/sage/bench_6484.smt2,cvc5::cvc5_bv_eager,0.01
data/suite_500/QF_BV/sage/bench_6484.smt2,z3::z3_bv_default,0.006
data/suite_500/QF_BV/sage/bench_6484.smt2,z3::z3_bv_eager,0.007
data/suite_500/QF_BV/sage/bench_654.smt2,cvc5::cvc5_bv_default,0.004
data/suite_500/QF_BV/sage/bench_654.smt2,cvc5::cvc5_bv_eager,0.004
data/suite_500/QF_BV/sage/bench_654.smt2,z3::z3_bv_default,0.005
data/suite_500/QF_BV/sage/bench_654.smt2,z3::z3_bv_eager,0.008
data/suite_500/QF_BV/sage/bench_6658.smt2,cvc5::cvc5_bv_default,0.025
data/suite_500/QF_BV/sage/bench_6658.smt2,cvc5::cvc5_bv_eager,0.025
data/suite_500/QF_BV/sage/bench_6658.smt2,z3::z3_bv_default,0.015
data/suite_500/QF_BV/sage/bench_6658.smt2,z3::z3_bv_eager,0.017
data/suite_500/QF_BV/sage/bench_6839.smt2,cvc5::cvc5_bv_default,0.003
data/suite_500/QF_BV/sage/bench_6839.smt2,cvc5::cvc5_bv_eager,0.002
data/suite_500/QF_BV/sage/bench_6839.smt2,z3::z3_bv_default,0.005
data/suite_500/QF_BV/sage/bench_6839.smt2,z3::z3_bv_eager,0.008
data/suite_500/QF_BV/sage/bench_734.smt2,cvc5::cvc5_bv_default,0.004
data/suite_500/QF_BV/sage/bench_734.smt2,cvc5::cvc5_bv_eager,0.004
data/suite_500/QF_BV/sage/bench_734.smt2,z3::z3_bv_default,0.008
data/suite_500/QF_BV/sage/bench_734.smt2,z3::z3_bv_eager,0.009
data/suite_500/QF_BV/sage/bench_7842.smt2,cvc5::cvc5_bv_default,0.003
data/suite_500/QF_BV/sage/bench_7842.smt2,cvc5::cvc5_bv_eager,0.003
data/suite_500/QF_BV/sage/bench_7842.smt2,z3::z3_bv_default,0.007
data/suite_500/QF_BV/sage/bench_7842.smt2,z3::z3_bv_eager,0.008
data/suite_500/QF_BV/sage/bench_8024.smt2,cvc5::cvc5_bv_default,0.003
data/suite_500/QF_BV/sage/bench_8024.smt2,cvc5::cvc5_bv_eager,0.002
data/suite_500/QF_BV/sage/bench_8024.smt2,z3::z3_bv_default,0.005
data/suite_500/QF_BV/sage/bench_8024.smt2,z3::z3_bv_eager,0.007
data/suite_500/QF_BV/spear/bin_eventlogadm_vc331114.smt2,cvc5::cvc5_bv_default,2.231
data/suite_500/QF_BV/spear/bin_eventlogadm_vc331114.smt2,cvc5::cvc5_bv_eager,2.199
data/suite_500/QF_BV/spear/bin_eventlogadm_vc331114.smt2,z3::z3_bv_default,1.484
data/suite_500/QF_BV/spear/bin_eventlogadm_vc331114.smt2,z3::z3_bv_eager,1.393
data/suite_500/QF_BV/spear/bin_eventlogadm_vc331116.smt2,cvc5::cvc5_bv_default,1.521
data/suite_500/QF_BV/spear/bin_eventlogadm_vc331116.smt2,cvc5::cvc5_bv_eager,1.536
data/suite_500/QF_BV/spear/bin_eventlogadm_vc331116.smt2,z3::z3_bv_default,1.823
data/suite_500/QF_BV/spear/bin_eventlogadm_vc331116.smt2,z3::z3_bv_eager,1.831
data/suite_500/QF_BV/spear/bin_eventlogadm_vc331165.smt2,cvc5::cvc5_bv_default,1.807
data/suite_500/QF_BV/spear/bin_eventlogadm_vc331165.smt2,cvc5::cvc5_bv_eager,1.875
data/suite_500/QF_BV/spear/bin_eventlogadm_vc331165.smt2,z3::z3_bv_default,2.228
data/suite_500/QF_BV/spear/bin_eventlogadm_vc331165.smt2,z3::z3_bv_eager,2.36
data/suite_500/QF_BV/spear/bin_eventlogadm_vc334890.smt2,cvc5::cvc5_bv_default,3.281
data/suite_500/QF_BV/spear/bin_eventlogadm_vc334890.smt2,cvc5::cvc5_bv_eager,3.355
data/suite_500/QF_BV/spear/bin_eventlogadm_vc334890.smt2,z3::z3_bv_default,1.888
data/suite_500/QF_BV/spear/bin_eventlogadm_vc334890.smt2,z3::z3_bv_eager,2.442
data/suite_500/QF_BV/spear/bin_eventlogadm_vc351363.smt2,cvc5::cvc5_bv_default,7.521
data/suite_500/QF_BV/spear/bin_eventlogadm_vc351363.smt2,cvc5::cvc5_bv_eager,7.488
data/suite_500/QF_BV/spear/bin_eventlogadm_vc351363.smt2,z3::z3_bv_default,0.779
data/suite_500/QF_BV/spear/bin_eventlogadm_vc351363.smt2,z3::z3_bv_eager,0.785
data/suite_500/QF_BV/spear/bin_eventlogadm_vc352379.smt2,cvc5::cvc5_bv_default,6.44
data/suite_500/QF_BV/spear/bin_eventlogadm_vc352379.smt2,cvc5::cvc5_bv_eager,6.597
data/suite_500/QF_BV/spear/bin_eventlogadm_vc352379.smt2,z3::z3_bv_default,3.165
data/suite_500/QF_BV/spear/bin_eventlogadm_vc352379.smt2,z3::z3_bv_eager,3.215
data/suite_500/QF_BV/spear/bin_eventlogadm_vc352861.smt2,cvc5::cvc5_bv_default,7.416
data/suite_500/QF_BV/spear/bin_eventlogadm_vc352861.smt2,cvc5::cvc5_bv_eager,7.649
data/suite_500/QF_BV/spear/bin_eventlogadm_vc352861.smt2,z3::z3_bv_default,2.687
data/suite_500/QF_BV/spear/bin_eventlogadm_vc352861.smt2,z3::z3_bv_eager,2.691
data/suite_500/QF_BV/spear/bin_libmsrpc_vc1225263.smt2,cvc5::cvc5_bv_default,1.621
data/suite_500/QF_BV/spear/bin_libmsrpc_vc1225263.smt2,cvc5::cvc5_bv_eager,1.408
data/suite_500/QF_BV/spear/bin_libmsrpc_vc1225263.smt2,z3::z3_bv_default,1.506
data/suite_500/QF_BV/spear/bin_libmsrpc_vc1225263.smt2,z3::z3_bv_eager,1.657
data/suite_500/QF_BV/spear/bin_libmsrpc_vc1225723.smt2,cvc5::cvc5_bv_default,0.899
data/suite_500/QF_BV/spear/bin_libmsrpc_vc1225723.smt2,cvc5::cvc5_bv_eager,0.887
data/suite_500/QF_BV/spear/bin_libmsrpc_vc1225723.smt2,z3::z3_bv_default,1.13
data/suite_500/QF_BV/spear/bin_libmsrpc_vc1225723.smt2,z3::z3_bv_eager,1.054
data/suite_500/QF_BV/spear/bin_libmsrpc_vc1228427.smt2,cvc5::cvc5_bv_default,1.299
data/suite_500/QF_BV/spear/bin_libmsrpc_vc1228427.smt2,cvc5::cvc5_bv_eager,1.31
data/suite_500/QF_BV/spear/bin_libmsrpc_vc1228427.smt2,z3::z3_bv_default,1.431
data/suite_500/QF_BV/spear/bin_libmsrpc_vc1228427.smt2,z3::z3_bv_eager,1.38
data/suite_500/QF_BV/spear/bin_libsmbclient_vc1228439.smt2,cvc5::cvc5_bv_default,2.15
data/suite_500/QF_BV/spear/bin_libsmbclient_vc1228439.smt2,cvc5::cvc5_bv_eager,2.092
data/suite_500/QF_BV/spear/bin_libsmbclient_vc1228439.smt2,z3::z3_bv_default,1.507
data/suite_500/QF_BV/spear/bin_libsmbclient_vc1228439.smt2,z3::z3_bv_eager,1.515
data/suite_500/QF_BV/spear/bin_libsmbclient_vc1228512.smt2,cvc5::cvc5_bv_default,2.331
data/suite_500/QF_BV/spear/bin_libsmbclient_vc1228512.smt2,cvc5::cvc5_bv_eager,2.292
data/suite_500/QF_BV/spear/bin_libsmbclient_vc1228512.smt2,z3::z3_bv_default,4.181
data/suite_500/QF_BV/spear/bin_libsmbclient_vc1228512.smt2,z3::z3_bv_eager,4.216
data/suite_500/QF_BV/spear/bin_libsmbsharemodes_vc4284.smt2,cvc5::cvc5_bv_default,0.885
data/suite_500/QF_BV/spear/bin_libsmbsharemodes_vc4284.smt2,cvc5::cvc5_bv_eager,0.883
data/suite_500/QF_BV/spear/bin_libsmbsharemodes_vc4284.smt2,z3::z3_bv_default,0.54
data/suite_500/QF_BV/spear/bin_libsmbsharemodes_vc4284.smt2,z3::z3_bv_eager,0.517
data/suite_500/QF_BV/spear/bin_libsmbsharemodes_vc4288.smt2,cvc5::cvc5_bv_default,4.246
data/suite_500/QF_BV/spear/bin_libsmbsharemodes_vc4288.smt2,cvc5::cvc5_bv_eager,4.278
data/suite_500/QF_BV/spear/bin_libsmbsharemodes_vc4288.smt2,z3::z3_bv_default,0.475
data/suite_500/QF_BV/spear/bin_libsmbsharemodes_vc4288.smt2,z3::z3_bv_eager,0.432
data/suite_500/QF_BV/spear/bin_libsmbsharemodes_vc4778.smt2,cvc5::cvc5_bv_default,3.839
data/suite_500/QF_BV/spear/bin_libsmbsharemodes_vc4778.smt2,cvc5::cvc5_bv_eager,3.81
data/suite_500/QF_BV/spear/bin_libsmbsharemodes_vc4778.smt2,z3::z3_bv_default,0.235
data/suite_500/QF_BV/spear/bin_libsmbsharemodes_vc4778.smt2,z3::z3_bv_eager,0.236
data/suite_500/QF_BV/spear/bin_libsmbsharemodes_vc6229.smt2,cvc5::cvc5_bv_default,11.805
data/suite_500/QF_BV/spear/bin_libsmbsharemodes_vc6229.smt2,cvc5::cvc5_bv_eager,11.91
data/suite_500/QF_BV/spear/bin_libsmbsharemodes_vc6229.smt2,z3::z3_bv_default,1.506
data/suite_500/QF_BV/spear/bin_libsmbsharemodes_vc6229.smt2,z3::z3_bv_eager,1.432
data/suite_500/QF_BV/spear/bin_libsmbsharemodes_vc6348.smt2,cvc5::cvc5_bv_default,7.568
data/suite_500/QF_BV/spear/bin_libsmbsharemodes_vc6348.smt2,cvc5::cvc5_bv_eager,7.617
data/suite_500/QF_BV/spear/bin_libsmbsharemodes_vc6348.smt2,z3::z3_bv_default,0.771
data/suite_500/QF_BV/spear/bin_libsmbsharemodes_vc6348.smt2,z3::z3_bv_eager,0.769
data/suite_500/QF_BV/spear/bin_libsmbsharemodes_vc7074.smt2,cvc5::cvc5_bv_default,0.926
data/suite_500/QF_BV/spear/bin_libsmbsharemodes_vc7074.smt2,cvc5::cvc5_bv_eager,0.919
data/suite_500/QF_BV/spear/bin_libsmbsharemodes_vc7074.smt2,z3::z3_bv_default,0.457
data/suite_500/QF_BV/spear/bin_libsmbsharemodes_vc7074.smt2,z3::z3_bv_eager,0.482
data/suite_500/QF_BV/spear/bin_libsmbsharemodes_vc7120.smt2,cvc5::cvc5_bv_default,1.816
data/suite_500/QF_BV/spear/bin_libsmbsharemodes_vc7120.smt2,cvc5::cvc5_bv_eager,1.876
data/suite_500/QF_BV/spear/bin_libsmbsharemodes_vc7120.smt2,z3::z3_bv_default,1.461
data/suite_500/QF_BV/spear/bin_libsmbsharemodes_vc7120.smt2,z3::z3_bv_eager,1.485
data/suite_500/QF_BV/spear/cvs_vc105353.smt2,cvc5::cvc5_bv_default,1.249
data/suite_500/QF_BV/spear/cvs_vc105353.smt2,cvc5::cvc5_bv_eager,1.268
data/suite_500/QF_BV/spear/cvs_vc105353.smt2,z3::z3_bv_default,0.119
data/suite_500/QF_BV/spear/cvs_vc105353.smt2,z3::z3_bv_eager,0.116
data/suite_500/QF_BV/spear/innd_innd_vc33354.smt2,cvc5::cvc5_bv_default,1.022
data/suite_500/QF_BV/spear/innd_innd_vc33354.smt2,cvc5::cvc5_bv_eager,1.014
